Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Beetle,Adultcumulative
30-May-11,30-May-17,Ice,2011,Ice2011,13,2,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,14,1,0,1,
30-May-11,30-May-17,Ice,2011,Ice2011,15,9,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,1,13,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,2,0,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,3,0,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,4,1,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,5,3,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,6,6,0,1,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,7,2,0,1,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,8,0,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,9,0,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,10,1,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,11,2,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,12,5,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,13,12,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,14,4,0,0,
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,15,7,0,0,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,1,0,0,2,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,2,1,0,3,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,3,1,0,5,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,4,5,0,17,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,5,1,0,5,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,6,5,0,5,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,7,1,0,2,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,8,2,0,6,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,9,3,0,1,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,10,1,0,1,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,11,1,0,3,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,12,2,0,1,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,13,0,0,0,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,14,1,0,1,
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,15,5,0,6,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,1,0,0,4,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,2,0,0,2,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,3,2,0,2,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,4,0,0,0,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,5,0,0,1,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,6,0,0,0,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,7,0,0,4,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,8,0,0,4,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,9,0,0,1,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,10,0,0,1,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,11,3,0,4,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,12,0,0,2,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,13,0,0,1,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,14,2,0,1,
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,15,7,0,0,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,1,0,0,0,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,2,0,4,0,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,3,0,0,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,4,0,0,2,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,5,2,0,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,6,1,0,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,7,0,0,3,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,8,1,0,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,9,1,1,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,10,0,0,0,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,11,0,0,2,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,12,0,0,0,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,13,3,0,2,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,14,1,1,1,
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,15,2,1,3,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,1,1,7,2,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,2,0,0,1,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,3,0,1,2,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,4,1,0,0,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,5,0,0,2,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,6,0,0,2,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,7,0,1,1,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,8,0,0,0,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,9,0,0,6,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,10,0,2,0,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,11,2,2,0,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,12,0,4,1,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,13,1,5,2,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,14,0,7,1,
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,15,1,12,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,1,0,6,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,2,0,3,1,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,3,0,0,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,4,0,5,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,5,0,1,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,6,0,0,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,7,0,0,1,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,8,0,0,1,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,9,0,0,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,10,0,2,1,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,11,0,4,1,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,12,0,0,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,13,0,0,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,14,0,1,0,
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,15,0,1,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,1,0,0,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,2,0,0,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,3,0,0,1,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,4,0,0,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,5,0,0,5,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,6,0,0,3,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,7,0,0,3,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,8,0,3,1,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,9,0,1,2,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,10,0,4,3,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,11,0,1,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,12,0,5,2,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,13,0,0,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,14,0,0,0,
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,15,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,1,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,2,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,3,1,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,4,1,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,5,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,6,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,7,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,8,6,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,9,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,10,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,11,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,12,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,13,3,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,14,0,0,0,
8-May-12,8-May-17,Ice,2012,Ice2012,15,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,1,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,2,2,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,3,1,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,4,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,5,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,6,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,7,1,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,8,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,9,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,10,1,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,11,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,12,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,13,0,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,14,1,0,0,
14-May-12,14-May-17,Ice,2012,Ice2012,15,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,1,1,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,2,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,3,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,4,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,5,5,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,6,2,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,7,1,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,8,1,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,9,1,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,10,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,11,2,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,12,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,13,1,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,14,0,0,0,
21-May-12,21-May-17,Ice,2012,Ice2012,15,0,0,0,
28-May-12,28-May-17,Ice,2012,Ice2012,1,0,0,2,0
28-May-12,28-May-17,Ice,2012,Ice2012,2,0,0,6,
28-May-12,28-May-17,Ice,2012,Ice2012,3,2,0,0,
28-May-12,28-May-17,Ice,2012,Ice2012,4,0,0,1,
28-May-12,28-May-17,Ice,2012,Ice2012,5,1,0,2,
28-May-12,28-May-17,Ice,2012,Ice2012,6,0,0,2,
28-May-12,28-May-17,Ice,2012,Ice2012,7,0,0,1,
28-May-12,28-May-17,Ice,2012,Ice2012,8,0,0,3,
28-May-12,28-May-17,Ice,2012,Ice2012,9,0,0,0,
28-May-12,28-May-17,Ice,2012,Ice2012,10,1,0,3,
28-May-12,28-May-17,Ice,2012,Ice2012,11,0,0,1,
28-May-12,28-May-17,Ice,2012,Ice2012,12,0,0,1,
28-May-12,28-May-17,Ice,2012,Ice2012,13,0,0,2,
28-May-12,28-May-17,Ice,2012,Ice2012,14,0,1,2,
28-May-12,28-May-17,Ice,2012,Ice2012,15,0,0,2,
31-May-12,31-May-17,Ice,2012,Ice2012,1,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,2,0,0,0,
31-May-12,31-May-17,Ice,2012,Ice2012,3,0,0,0,
31-May-12,31-May-17,Ice,2012,Ice2012,4,0,0,3,
31-May-12,31-May-17,Ice,2012,Ice2012,5,0,0,3,
31-May-12,31-May-17,Ice,2012,Ice2012,6,0,0,0,
31-May-12,31-May-17,Ice,2012,Ice2012,7,0,0,1,
31-May-12,31-May-17,Ice,2012,Ice2012,8,0,1,2,
31-May-12,31-May-17,Ice,2012,Ice2012,9,0,0,1,
31-May-12,31-May-17,Ice,2012,Ice2012,10,0,0,1,
31-May-12,31-May-17,Ice,2012,Ice2012,11,1,0,0,
31-May-12,31-May-17,Ice,2012,Ice2012,12,0,0,1,
31-May-12,31-May-17,Ice,2012,Ice2012,13,0,0,1,
31-May-12,31-May-17,Ice,2012,Ice2012,14,1,0,2,
31-May-12,31-May-17,Ice,2012,Ice2012,15,0,0,0,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,1,0,0,2,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,2,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,3,0,0,2,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,4,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,5,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,6,0,0,2,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,7,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,8,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,9,0,0,0,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,10,0,0,0,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,11,0,1,2,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,12,0,0,0,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,13,0,0,1,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,14,0,0,5,
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,15,0,0,3,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,1,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,2,0,0,1,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,3,0,0,3,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,4,0,0,3,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,5,0,0,1,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,6,0,0,1,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,7,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,8,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,9,0,0,1,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,10,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,11,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,12,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,13,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,14,0,0,0,
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,15,0,0,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,1,0,1,1,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,2,0,6,2,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,3,0,1,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,4,0,0,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,5,0,4,2,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,6,0,2,1,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,7,1,1,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,8,0,0,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,9,0,3,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,10,0,5,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,11,0,5,1,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,12,0,10,1,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,13,0,6,1,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,14,0,1,0,
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,15,0,8,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,1,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,2,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,3,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,4,0,3,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,5,0,1,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,6,0,1,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,7,0,1,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,8,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,9,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,10,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,11,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,12,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,13,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,14,0,0,0,
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,15,0,1,0,
17-May-17,17-May-17,Ice,2017,Ice2017,1,32,0,0,0
17-May-17,17-May-17,Ice,2017,Ice2017,2,4,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,3,0,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,4,0,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,5,12,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,6,28,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,7,5,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,8,6,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,9,4,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,10,1,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,11,0,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,12,7,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,13,6,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,14,2,0,0,
17-May-17,17-May-17,Ice,2017,Ice2017,15,14,0,0,
23-May-17,23-May-17,Ice,2017,Ice2017,1,2,0,0,0
23-May-17,23-May-17,Ice,2017,Ice2017,2,2,1,0,
23-May-17,23-May-17,Ice,2017,Ice2017,3,9,2,0,
23-May-17,23-May-17,Ice,2017,Ice2017,4,0,3,0,
23-May-17,23-May-17,Ice,2017,Ice2017,5,1,4,0,
23-May-17,23-May-17,Ice,2017,Ice2017,6,3,5,0,
23-May-17,23-May-17,Ice,2017,Ice2017,7,1,6,0,
23-May-17,23-May-17,Ice,2017,Ice2017,8,6,7,0,
23-May-17,23-May-17,Ice,2017,Ice2017,9,1,8,0,
23-May-17,23-May-17,Ice,2017,Ice2017,10,2,9,0,
23-May-17,23-May-17,Ice,2017,Ice2017,11,8,10,0,
23-May-17,23-May-17,Ice,2017,Ice2017,12,10,11,0,
23-May-17,23-May-17,Ice,2017,Ice2017,13,7,12,0,
23-May-17,23-May-17,Ice,2017,Ice2017,14,6,13,0,
23-May-17,23-May-17,Ice,2017,Ice2017,15,0,14,0,
29-May-17,29-May-17,Ice,2017,Ice2017,1,2,0,5,0
29-May-17,29-May-17,Ice,2017,Ice2017,2,3,0,2,
29-May-17,29-May-17,Ice,2017,Ice2017,3,3,0,2,
29-May-17,29-May-17,Ice,2017,Ice2017,4,6,0,8,
29-May-17,29-May-17,Ice,2017,Ice2017,5,0,0,3,
29-May-17,29-May-17,Ice,2017,Ice2017,6,2,0,11,
29-May-17,29-May-17,Ice,2017,Ice2017,7,2,0,3,
29-May-17,29-May-17,Ice,2017,Ice2017,8,1,0,6,
29-May-17,29-May-17,Ice,2017,Ice2017,9,2,0,9,
29-May-17,29-May-17,Ice,2017,Ice2017,10,1,0,6,
29-May-17,29-May-17,Ice,2017,Ice2017,11,5,1,2,
29-May-17,29-May-17,Ice,2017,Ice2017,12,3,1,3,
29-May-17,29-May-17,Ice,2017,Ice2017,13,1,0,5,
29-May-17,29-May-17,Ice,2017,Ice2017,14,2,0,6,
29-May-17,29-May-17,Ice,2017,Ice2017,15,1,0,7,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,1,0,0,3,0
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,2,0,1,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,3,0,2,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,4,0,1,2,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,5,0,3,3,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,6,0,6,0,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,7,0,4,0,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,8,0,1,2,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,9,0,5,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,10,0,1,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,11,0,0,0,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,12,0,2,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,13,0,0,0,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,14,0,1,1,
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,15,0,0,1,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,1,0,1,0,0.3
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,2,0,0,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,3,0,4,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,4,0,2,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,5,0,0,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,6,0,2,1,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,7,0,2,1,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,8,0,2,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,9,0,0,1,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,10,0,0,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,11,0,2,1,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,12,0,0,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,13,0,0,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,14,0,1,0,
7-Jun-17,7-Jun-17,Ice,2017,Ice2017,15,0,0,1,
8-Jun-17,8-Jun-17,Ice,2017,Ice2017,1,0,,,0.3
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,1,0,0,0,7.667
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,2,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,3,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,4,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,5,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,6,0,0,1,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,7,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,8,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,9,0,0,1,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,10,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,11,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,12,0,0,1,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,13,0,0,0,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,14,0,0,1,
10-Jun-17,10-Jun-17,Ice,2017,Ice2017,15,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,1,0,0,1,7.667
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,2,0,0,1,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,3,0,0,1,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,4,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,5,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,6,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,7,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,8,0,0,1,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,9,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,10,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,11,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,12,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,13,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,14,0,0,0,
17-Jun-17,17-Jun-17,Ice,2017,Ice2017,15,0,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,1,6,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,2,13,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,3,0,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,4,3,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,5,0,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,6,3,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,7,3,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,8,4,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,9,7,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,10,0,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,11,3,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,12,2,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,13,7,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,14,0,0,0,
19-May-17,19-May-17,JuncusTown,2017,JuncusTown2017,15,0,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,1,0,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,2,4,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,3,0,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,4,0,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,5,4,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,6,1,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,7,0,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,8,3,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,9,5,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,10,12,1,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,11,6,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,12,0,2,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,13,2,0,0,
23-May-17,23-May-17,JuncusTown,2017,JuncusTown2017,14,0,0,0,
