Date,Year,Samplingno,Site,Sample,Larvae,Pupae,Total,Beetles
7-Jun-12,Vulgaris,2012,11,14,0,0,0,0
7-Jun-12,Vulgaris,2012,11,15,0,0,0,1
12-Jun-12,East,2012,12,1,0,0,0,0
12-Jun-12,East,2012,12,2,0,0,0,1
12-Jun-12,East,2012,12,3,0,0,0,0
12-Jun-12,East,2012,12,4,0,0,0,0
12-Jun-12,East,2012,12,5,0,0,0,0
12-Jun-12,East,2012,12,6,0,0,0,0
12-Jun-12,East,2012,12,7,0,0,0,0
12-Jun-12,East,2012,12,8,0,0,0,0
12-Jun-12,East,2012,12,9,0,0,0,0
12-Jun-12,East,2012,12,10,0,0,0,0
12-Jun-12,East,2012,12,11,0,0,0,0
12-Jun-12,East,2012,12,12,0,0,0,0
12-Jun-12,East,2012,12,13,0,0,0,1
12-Jun-12,East,2012,12,14,0,0,0,0
12-Jun-12,East,2012,12,15,0,0,0,0
12-Jun-12,Black,2012,12,1,0,0,0,0
12-Jun-12,Black,2012,12,2,0,0,0,4
12-Jun-12,Black,2012,12,3,0,0,0,1
12-Jun-12,Black,2012,12,4,0,0,0,1
12-Jun-12,Black,2012,12,5,0,0,0,0
12-Jun-12,Black,2012,12,6,0,0,0,0
12-Jun-12,Black,2012,12,7,0,0,0,0
12-Jun-12,Black,2012,12,8,0,0,0,0
12-Jun-12,Black,2012,12,9,0,0,0,0
12-Jun-12,Black,2012,12,10,0,0,0,1
12-Jun-12,Black,2012,12,11,0,0,0,1
12-Jun-12,Black,2012,12,12,0,0,0,0
12-Jun-12,Black,2012,12,13,0,0,0,0
12-Jun-12,Black,2012,12,14,0,0,0,0
12-Jun-12,Black,2012,12,15,0,0,0,0
12-Jun-12,Ice,2012,12,1,0,0,0,1
12-Jun-12,Ice,2012,12,2,0,0,0,1
12-Jun-12,Ice,2012,12,3,0,0,0,3
12-Jun-12,Ice,2012,12,4,0,0,0,3
12-Jun-12,Ice,2012,12,5,0,0,0,1
12-Jun-12,Ice,2012,12,6,0,0,0,1
12-Jun-12,Ice,2012,12,7,0,0,0,0
12-Jun-12,Ice,2012,12,8,0,0,0,0
12-Jun-12,Ice,2012,12,9,0,0,0,1
12-Jun-12,Ice,2012,12,10,0,0,0,0
12-Jun-12,Ice,2012,12,11,0,0,0,0
12-Jun-12,Ice,2012,12,12,0,0,0,0
12-Jun-12,Ice,2012,12,13,0,0,0,0
12-Jun-12,Ice,2012,12,14,0,0,0,0
12-Jun-12,Ice,2012,12,15,0,0,0,0
12-Jun-12,Vulgaris,2012,12,1,0,0,0,0
12-Jun-12,Vulgaris,2012,12,2,0,0,0,0
12-Jun-12,Vulgaris,2012,12,3,0,0,0,0
12-Jun-12,Vulgaris,2012,12,4,0,0,0,0
12-Jun-12,Vulgaris,2012,12,5,0,0,0,0
12-Jun-12,Vulgaris,2012,12,6,0,0,0,0
12-Jun-12,Vulgaris,2012,12,7,0,0,0,0
12-Jun-12,Vulgaris,2012,12,8,0,0,0,0
12-Jun-12,Vulgaris,2012,12,9,0,1,1,0
12-Jun-12,Vulgaris,2012,12,10,0,0,0,0
12-Jun-12,Vulgaris,2012,12,11,0,0,0,0
12-Jun-12,Vulgaris,2012,12,12,0,0,0,0
12-Jun-12,Vulgaris,2012,12,13,0,0,0,0
12-Jun-12,Vulgaris,2012,12,14,0,0,0,0
12-Jun-12,Vulgaris,2012,12,15,0,0,0,0
17-May-17,Black,2017,1,1,0,0,0,0
17-May-17,Black,2017,1,2,0,0,0,0
17-May-17,Black,2017,1,3,0,0,0,0
17-May-17,Black,2017,1,4,0,0,0,0
17-May-17,Black,2017,1,5,1,0,1,0
17-May-17,Black,2017,1,6,0,0,0,0
17-May-17,Black,2017,1,7,0,0,0,0
17-May-17,Black,2017,1,8,0,0,0,0
17-May-17,Black,2017,1,9,0,0,0,0
17-May-17,Black,2017,1,10,6,0,6,0
17-May-17,Black,2017,1,11,1,0,1,0
17-May-17,Black,2017,1,12,1,0,1,0
17-May-17,Black,2017,1,13,0,0,0,0
17-May-17,Black,2017,1,14,0,0,0,0
17-May-17,Black,2017,1,15,0,0,0,0
17-May-17,ShotgunFairy,2017,1,1,3,0,3,0
17-May-17,ShotgunFairy,2017,1,2,0,0,0,0
17-May-17,ShotgunFairy,2017,1,3,0,0,0,0
17-May-17,ShotgunFairy,2017,1,4,0,0,0,0
17-May-17,ShotgunFairy,2017,1,5,0,0,0,0
17-May-17,ShotgunFairy,2017,1,6,0,0,0,0
17-May-17,ShotgunFairy,2017,1,7,0,0,0,0
17-May-17,ShotgunFairy,2017,1,8,0,0,0,0
17-May-17,ShotgunFairy,2017,1,9,9,0,9,0
17-May-17,ShotgunFairy,2017,1,10,8,0,8,0
17-May-17,ShotgunFairy,2017,1,11,9,0,9,0
17-May-17,ShotgunFairy,2017,1,12,10,0,10,0
17-May-17,ShotgunFairy,2017,1,13,2,0,2,0
17-May-17,ShotgunFairy,2017,1,14,8,0,8,0
17-May-17,ShotgunFairy,2017,1,15,10,0,10,0
17-May-17,East,2017,1,1,84,0,84,0
17-May-17,East,2017,1,2,26,0,26,0
17-May-17,East,2017,1,3,50,0,50,0
17-May-17,East,2017,1,4,5,0,5,1
17-May-17,East,2017,1,5,0,0,0,0
17-May-17,East,2017,1,6,0,0,0,0
17-May-17,East,2017,1,7,5,0,5,0
17-May-17,East,2017,1,8,48,0,48,1
17-May-17,East,2017,1,9,2,0,2,0
17-May-17,East,2017,1,10,5,0,5,0
17-May-17,East,2017,1,11,13,0,13,1
17-May-17,East,2017,1,12,10,0,10,0
17-May-17,East,2017,1,13,1,0,1,0
17-May-17,East,2017,1,14,84,0,84,0
17-May-17,East,2017,1,15,28,0,28,0
17-May-17,SBS,2017,1,1,30,0,30,0
17-May-17,SBS,2017,1,2,43,0,43,0
17-May-17,SBS,2017,1,3,91,0,91,0
17-May-17,SBS,2017,1,4,98,0,98,0
17-May-17,SBS,2017,1,5,22,0,22,0
17-May-17,SBS,2017,1,6,36,0,36,0
17-May-17,SBS,2017,1,7,19,0,19,0
17-May-17,SBS,2017,1,8,95,0,95,0
17-May-17,SBS,2017,1,9,25,0,25,0
17-May-17,SBS,2017,1,10,66,0,66,0
17-May-17,SBS,2017,1,11,3,0,3,0
17-May-17,SBS,2017,1,12,17,0,17,1
17-May-17,SBS,2017,1,13,12,0,12,0
17-May-17,SBS,2017,1,14,7,0,7,0
17-May-17,SBS,2017,1,15,9,0,9,0
17-May-17,Oil,2017,1,1,0,0,0,0
17-May-17,Oil,2017,1,2,17,0,17,0
17-May-17,Oil,2017,1,3,7,0,7,0
17-May-17,Oil,2017,1,4,4,0,4,0
17-May-17,Oil,2017,1,5,12,0,12,0
17-May-17,Oil,2017,1,6,12,0,12,0
17-May-17,Oil,2017,1,7,8,0,8,0
17-May-17,Oil,2017,1,8,15,0,15,0
17-May-17,Oil,2017,1,9,14,0,14,0
17-May-17,Oil,2017,1,10,12,0,12,0
17-May-17,Oil,2017,1,11,5,0,5,0
17-May-17,Oil,2017,1,12,14,0,14,0
17-May-17,Oil,2017,1,13,5,0,5,0
17-May-17,Oil,2017,1,14,9,0,9,1
17-May-17,Oil,2017,1,15,5,0,5,0
17-May-17,Vulgaris Mel,2017,1,1,52,0,52,0
17-May-17,Vulgaris Mel,2017,1,2,36,0,36,0
17-May-17,Vulgaris Mel,2017,1,3,22,0,22,0
17-May-17,Vulgaris Mel,2017,1,4,17,0,17,0
17-May-17,Vulgaris Mel,2017,1,5,4,0,4,0
17-May-17,Vulgaris Mel,2017,1,6,58,0,58,0
17-May-17,Vulgaris Mel,2017,1,7,13,0,13,0
17-May-17,Vulgaris Mel,2017,1,8,42,0,42,0
17-May-17,Vulgaris Mel,2017,1,9,2,0,2,0
17-May-17,Vulgaris Mel,2017,1,10,11,0,11,0
17-May-17,Vulgaris Mel,2017,1,11,10,0,10,0
17-May-17,Vulgaris Mel,2017,1,12,17,0,17,0
17-May-17,Vulgaris Mel,2017,1,13,28,0,28,0
17-May-17,Vulgaris Mel,2017,1,14,78,0,78,0
17-May-17,Vulgaris Mel,2017,1,15,16,0,16,0
17-May-17,Vulgaris Mel,2017,1,16,30,0,30,0
17-May-17,Vulgaris,2017,1,1,153,0,153,0
17-May-17,Vulgaris,2017,1,2,40,0,40,0
17-May-17,Vulgaris,2017,1,3,0,0,0,0
17-May-17,Vulgaris,2017,1,4,124,0,124,0
17-May-17,Vulgaris,2017,1,5,88,0,88,0
17-May-17,Vulgaris,2017,1,6,19,0,19,0
17-May-17,Vulgaris,2017,1,7,18,0,18,0
17-May-17,Vulgaris,2017,1,8,86,0,86,0
17-May-17,Vulgaris,2017,1,9,85,0,85,0
17-May-17,Vulgaris,2017,1,10,94,0,94,0
17-May-17,Vulgaris,2017,1,11,80,0,80,0
17-May-17,Vulgaris,2017,1,12,139,0,139,0
17-May-17,Vulgaris,2017,1,13,228,0,228,0
17-May-17,Vulgaris,2017,1,14,93,0,93,0
17-May-17,Vulgaris,2017,1,15,0,0,0,0
17-May-17,Ice,2017,1,1,32,0,32,0
17-May-17,Ice,2017,1,2,4,0,4,0
17-May-17,Ice,2017,1,3,0,0,0,0
17-May-17,Ice,2017,1,4,0,0,0,0
17-May-17,Ice,2017,1,5,12,0,12,0
17-May-17,Ice,2017,1,6,28,0,28,0
17-May-17,Ice,2017,1,7,5,0,5,0
17-May-17,Ice,2017,1,8,6,0,6,0
17-May-17,Ice,2017,1,9,4,0,4,0
17-May-17,Ice,2017,1,10,1,0,1,0
17-May-17,Ice,2017,1,11,0,0,0,0
17-May-17,Ice,2017,1,12,7,0,7,0
17-May-17,Ice,2017,1,13,6,0,6,0
17-May-17,Ice,2017,1,14,2,0,2,0
17-May-17,Ice,2017,1,15,14,0,14,0
17-May-17,Target,2017,1,1,13,0,13,0
17-May-17,Target,2017,1,2,6,0,6,0
17-May-17,Target,2017,1,3,1,0,1,0
17-May-17,Target,2017,1,4,0,0,0,0
17-May-17,Target,2017,1,5,15,0,15,0
17-May-17,Target,2017,1,6,13,0,13,0
17-May-17,Target,2017,1,7,2,0,2,0
17-May-17,Target,2017,1,8,6,0,6,2
17-May-17,Target,2017,1,9,19,0,19,0
17-May-17,Target,2017,1,10,12,0,12,0
17-May-17,Target,2017,1,11,1,0,1,0
17-May-17,Target,2017,1,12,1,0,1,0
17-May-17,Target,2017,1,13,1,0,1,0
17-May-17,Target,2017,1,14,3,0,3,0
17-May-17,Target,2017,1,15,2,0,2,0
