,Site,Year,SiteYear,Date,Time,DateTime,Temp,Type,FirstEmergence,PeakEmergence
11773,Vulgaris,2017,Vulgaris2017,5/25/2017,20:00,5/25/2017 20:00,11.528,Water,Before,Before
11774,Vulgaris,2017,Vulgaris2017,5/25/2017,21:00,5/25/2017 21:00,9.965,Water,Before,Before
11775,Vulgaris,2017,Vulgaris2017,5/25/2017,22:00,5/25/2017 22:00,9.077,Water,Before,Before
11776,Vulgaris,2017,Vulgaris2017,5/25/2017,23:00,5/25/2017 23:00,8.282,Water,Before,Before
11777,Vulgaris,2017,Vulgaris2017,5/26/2017,0:00,5/26/2017 0:00,7.682,Water,Before,Before
11778,Vulgaris,2017,Vulgaris2017,5/26/2017,1:00,5/26/2017 1:00,6.877,Water,Before,Before
11779,Vulgaris,2017,Vulgaris2017,5/26/2017,2:00,5/26/2017 2:00,6.166,Water,Before,Before
11780,Vulgaris,2017,Vulgaris2017,5/26/2017,3:00,5/26/2017 3:00,5.552,Water,Before,Before
11781,Vulgaris,2017,Vulgaris2017,5/26/2017,4:00,5/26/2017 4:00,5.347,Water,Before,Before
11782,Vulgaris,2017,Vulgaris2017,5/26/2017,5:00,5/26/2017 5:00,5.45,Water,Before,Before
11783,Vulgaris,2017,Vulgaris2017,5/26/2017,6:00,5/26/2017 6:00,5.86,Water,Before,Before
11784,Vulgaris,2017,Vulgaris2017,5/26/2017,7:00,5/26/2017 7:00,6.166,Water,Before,Before
11785,Vulgaris,2017,Vulgaris2017,5/26/2017,8:00,5/26/2017 8:00,6.978,Water,Before,Before
11786,Vulgaris,2017,Vulgaris2017,5/26/2017,9:00,5/26/2017 9:00,7.28,Water,Before,Before
11787,Vulgaris,2017,Vulgaris2017,5/26/2017,10:00,5/26/2017 10:00,7.481,Water,Before,Before
11788,Vulgaris,2017,Vulgaris2017,5/26/2017,11:00,5/26/2017 11:00,8.082,Water,Before,Before
11789,Vulgaris,2017,Vulgaris2017,5/26/2017,12:00,5/26/2017 12:00,10.259,Water,Before,Before
11790,Vulgaris,2017,Vulgaris2017,5/26/2017,13:00,5/26/2017 13:00,11.139,Water,Before,Before
11791,Vulgaris,2017,Vulgaris2017,5/26/2017,14:00,5/26/2017 14:00,11.139,Water,Before,Before
11792,Vulgaris,2017,Vulgaris2017,5/26/2017,15:00,5/26/2017 15:00,11.041,Water,Before,Before
11793,Vulgaris,2017,Vulgaris2017,5/26/2017,16:00,5/26/2017 16:00,9.866,Water,Before,Before
11794,Vulgaris,2017,Vulgaris2017,5/26/2017,17:00,5/26/2017 17:00,9.571,Water,Before,Before
11795,Vulgaris,2017,Vulgaris2017,5/26/2017,18:00,5/26/2017 18:00,9.275,Water,Before,Before
11796,Vulgaris,2017,Vulgaris2017,5/26/2017,19:00,5/26/2017 19:00,9.176,Water,Before,Before
11797,Vulgaris,2017,Vulgaris2017,5/26/2017,20:00,5/26/2017 20:00,8.879,Water,Before,Before
11798,Vulgaris,2017,Vulgaris2017,5/26/2017,21:00,5/26/2017 21:00,8.182,Water,Before,Before
11799,Vulgaris,2017,Vulgaris2017,5/26/2017,22:00,5/26/2017 22:00,7.28,Water,Before,Before
11800,Vulgaris,2017,Vulgaris2017,5/26/2017,23:00,5/26/2017 23:00,6.674,Water,Before,Before
11801,Vulgaris,2017,Vulgaris2017,5/27/2017,0:00,5/27/2017 0:00,5.962,Water,Before,Before
11802,Vulgaris,2017,Vulgaris2017,5/27/2017,1:00,5/27/2017 1:00,5.552,Water,Before,Before
11803,Vulgaris,2017,Vulgaris2017,5/27/2017,2:00,5/27/2017 2:00,5.037,Water,Before,Before
11804,Vulgaris,2017,Vulgaris2017,5/27/2017,3:00,5/27/2017 3:00,4.519,Water,Before,Before
11805,Vulgaris,2017,Vulgaris2017,5/27/2017,4:00,5/27/2017 4:00,3.998,Water,Before,Before
11806,Vulgaris,2017,Vulgaris2017,5/27/2017,5:00,5/27/2017 5:00,3.683,Water,Before,Before
11807,Vulgaris,2017,Vulgaris2017,5/27/2017,6:00,5/27/2017 6:00,3.788,Water,Before,Before
11808,Vulgaris,2017,Vulgaris2017,5/27/2017,7:00,5/27/2017 7:00,4.311,Water,Before,Before
11809,Vulgaris,2017,Vulgaris2017,5/27/2017,8:00,5/27/2017 8:00,5.244,Water,Before,Before
11810,Vulgaris,2017,Vulgaris2017,5/27/2017,9:00,5/27/2017 9:00,6.674,Water,Before,Before
11811,Vulgaris,2017,Vulgaris2017,5/27/2017,10:00,5/27/2017 10:00,8.282,Water,Before,Before
11812,Vulgaris,2017,Vulgaris2017,5/27/2017,11:00,5/27/2017 11:00,9.768,Water,Before,Before
11813,Vulgaris,2017,Vulgaris2017,5/27/2017,12:00,5/27/2017 12:00,10.944,Water,Before,Before
11814,Vulgaris,2017,Vulgaris2017,5/27/2017,13:00,5/27/2017 13:00,11.916,Water,Before,Before
11815,Vulgaris,2017,Vulgaris2017,5/27/2017,14:00,5/27/2017 14:00,14.613,Water,Before,Before
11816,Vulgaris,2017,Vulgaris2017,5/27/2017,15:00,5/27/2017 15:00,15.473,Water,Before,Before
11817,Vulgaris,2017,Vulgaris2017,5/27/2017,16:00,5/27/2017 16:00,16.046,Water,Before,Before
11818,Vulgaris,2017,Vulgaris2017,5/27/2017,17:00,5/27/2017 17:00,15.951,Water,Before,Before
11819,Vulgaris,2017,Vulgaris2017,5/27/2017,18:00,5/27/2017 18:00,15.378,Water,Before,Before
11820,Vulgaris,2017,Vulgaris2017,5/27/2017,19:00,5/27/2017 19:00,14.421,Water,Before,Before
11821,Vulgaris,2017,Vulgaris2017,5/27/2017,20:00,5/27/2017 20:00,12.594,Water,Before,Before
11822,Vulgaris,2017,Vulgaris2017,5/27/2017,21:00,5/27/2017 21:00,10.748,Water,Before,Before
11823,Vulgaris,2017,Vulgaris2017,5/27/2017,22:00,5/27/2017 22:00,9.077,Water,Before,Before
11824,Vulgaris,2017,Vulgaris2017,5/27/2017,23:00,5/27/2017 23:00,7.682,Water,Before,Before
11825,Vulgaris,2017,Vulgaris2017,5/28/2017,0:00,5/28/2017 0:00,6.775,Water,Before,Before
11826,Vulgaris,2017,Vulgaris2017,5/28/2017,1:00,5/28/2017 1:00,6.166,Water,Before,Before
11827,Vulgaris,2017,Vulgaris2017,5/28/2017,2:00,5/28/2017 2:00,5.757,Water,Before,Before
11828,Vulgaris,2017,Vulgaris2017,5/28/2017,3:00,5/28/2017 3:00,5.552,Water,Before,Before
11829,Vulgaris,2017,Vulgaris2017,5/28/2017,4:00,5/28/2017 4:00,5.347,Water,Before,Before
11830,Vulgaris,2017,Vulgaris2017,5/28/2017,5:00,5/28/2017 5:00,5.141,Water,Before,Before
11831,Vulgaris,2017,Vulgaris2017,5/28/2017,6:00,5/28/2017 6:00,5.141,Water,Before,Before
11832,Vulgaris,2017,Vulgaris2017,5/28/2017,7:00,5/28/2017 7:00,5.347,Water,Before,Before
11833,Vulgaris,2017,Vulgaris2017,5/28/2017,8:00,5/28/2017 8:00,5.45,Water,Before,Before
11834,Vulgaris,2017,Vulgaris2017,5/28/2017,9:00,5/28/2017 9:00,5.655,Water,Before,Before
11835,Vulgaris,2017,Vulgaris2017,5/28/2017,10:00,5/28/2017 10:00,5.962,Water,Before,Before
11836,Vulgaris,2017,Vulgaris2017,5/28/2017,11:00,5/28/2017 11:00,6.471,Water,Before,Before
11837,Vulgaris,2017,Vulgaris2017,5/28/2017,12:00,5/28/2017 12:00,7.079,Water,Before,Before
11838,Vulgaris,2017,Vulgaris2017,5/28/2017,13:00,5/28/2017 13:00,7.381,Water,Before,Before
11839,Vulgaris,2017,Vulgaris2017,5/28/2017,14:00,5/28/2017 14:00,8.182,Water,Before,Before
11840,Vulgaris,2017,Vulgaris2017,5/28/2017,15:00,5/28/2017 15:00,8.879,Water,Before,Before
11841,Vulgaris,2017,Vulgaris2017,5/28/2017,16:00,5/28/2017 16:00,9.176,Water,Before,Before
11842,Vulgaris,2017,Vulgaris2017,5/28/2017,17:00,5/28/2017 17:00,9.373,Water,Before,Before
11843,Vulgaris,2017,Vulgaris2017,5/28/2017,18:00,5/28/2017 18:00,9.472,Water,Before,Before
11844,Vulgaris,2017,Vulgaris2017,5/28/2017,19:00,5/28/2017 19:00,8.68,Water,Before,Before
11845,Vulgaris,2017,Vulgaris2017,5/28/2017,20:00,5/28/2017 20:00,8.082,Water,Before,Before
11846,Vulgaris,2017,Vulgaris2017,5/28/2017,21:00,5/28/2017 21:00,7.28,Water,Before,Before
11847,Vulgaris,2017,Vulgaris2017,5/28/2017,22:00,5/28/2017 22:00,6.471,Water,Before,Before
11848,Vulgaris,2017,Vulgaris2017,5/28/2017,23:00,5/28/2017 23:00,5.552,Water,Before,Before
11849,Vulgaris,2017,Vulgaris2017,5/29/2017,0:00,5/29/2017 0:00,4.727,Water,Before,Before
11850,Vulgaris,2017,Vulgaris2017,5/29/2017,1:00,5/29/2017 1:00,3.788,Water,Before,Before
11851,Vulgaris,2017,Vulgaris2017,5/29/2017,2:00,5/29/2017 2:00,3.155,Water,Before,Before
11852,Vulgaris,2017,Vulgaris2017,5/29/2017,3:00,5/29/2017 3:00,2.73,Water,Before,Before
11853,Vulgaris,2017,Vulgaris2017,5/29/2017,4:00,5/29/2017 4:00,2.41,Water,Before,Before
11854,Vulgaris,2017,Vulgaris2017,5/29/2017,5:00,5/29/2017 5:00,2.195,Water,Before,Before
11855,Vulgaris,2017,Vulgaris2017,5/29/2017,6:00,5/29/2017 6:00,2.73,Water,Before,Before
11856,Vulgaris,2017,Vulgaris2017,5/29/2017,7:00,5/29/2017 7:00,3.683,Water,Before,Before
11857,Vulgaris,2017,Vulgaris2017,5/29/2017,8:00,5/29/2017 8:00,4.934,Water,Before,Before
11858,Vulgaris,2017,Vulgaris2017,5/29/2017,9:00,5/29/2017 9:00,7.481,Water,Before,Before
11859,Vulgaris,2017,Vulgaris2017,5/29/2017,10:00,5/29/2017 10:00,9.669,Water,Before,Before
11860,Vulgaris,2017,Vulgaris2017,5/29/2017,11:00,5/29/2017 11:00,11.236,Water,Before,Before
11861,Vulgaris,2017,Vulgaris2017,5/29/2017,12:00,5/29/2017 12:00,12.207,Water,Before,Before
11862,Vulgaris,2017,Vulgaris2017,5/29/2017,13:00,5/29/2017 13:00,13.173,Water,Before,Before
11863,Vulgaris,2017,Vulgaris2017,5/29/2017,14:00,5/29/2017 14:00,14.038,Water,Before,Before
11864,Vulgaris,2017,Vulgaris2017,5/29/2017,15:00,5/29/2017 15:00,14.325,Water,Before,Before
11865,Vulgaris,2017,Vulgaris2017,5/29/2017,16:00,5/29/2017 16:00,13.558,Water,Before,Before
11866,Vulgaris,2017,Vulgaris2017,5/29/2017,17:00,5/29/2017 17:00,12.013,Water,Before,Before
11867,Vulgaris,2017,Vulgaris2017,5/29/2017,18:00,5/29/2017 18:00,11.041,Water,Before,Before
11868,Vulgaris,2017,Vulgaris2017,5/29/2017,19:00,5/29/2017 19:00,10.357,Water,Before,Before
11869,Vulgaris,2017,Vulgaris2017,5/29/2017,20:00,5/29/2017 20:00,9.571,Water,Before,Before
11870,Vulgaris,2017,Vulgaris2017,5/29/2017,21:00,5/29/2017 21:00,8.978,Water,Before,Before
11871,Vulgaris,2017,Vulgaris2017,5/29/2017,22:00,5/29/2017 22:00,7.983,Water,Before,Before
11872,Vulgaris,2017,Vulgaris2017,5/29/2017,23:00,5/29/2017 23:00,6.877,Water,Before,Before
11873,Vulgaris,2017,Vulgaris2017,5/30/2017,0:00,5/30/2017 0:00,6.064,Water,Before,Before
11874,Vulgaris,2017,Vulgaris2017,5/30/2017,1:00,5/30/2017 1:00,5.655,Water,Before,Before
11875,Vulgaris,2017,Vulgaris2017,5/30/2017,2:00,5/30/2017 2:00,5.037,Water,Before,Before
11876,Vulgaris,2017,Vulgaris2017,5/30/2017,3:00,5/30/2017 3:00,4.311,Water,Before,Before
11877,Vulgaris,2017,Vulgaris2017,5/30/2017,4:00,5/30/2017 4:00,3.683,Water,Before,Before
11878,Vulgaris,2017,Vulgaris2017,5/30/2017,5:00,5/30/2017 5:00,3.261,Water,Before,Before
11879,Vulgaris,2017,Vulgaris2017,5/30/2017,6:00,5/30/2017 6:00,3.155,Water,Before,Before
11880,Vulgaris,2017,Vulgaris2017,5/30/2017,7:00,5/30/2017 7:00,3.155,Water,Before,Before
11881,Vulgaris,2017,Vulgaris2017,5/30/2017,8:00,5/30/2017 8:00,3.683,Water,Before,Before
11882,Vulgaris,2017,Vulgaris2017,5/30/2017,9:00,5/30/2017 9:00,4.311,Water,Before,Before
11883,Vulgaris,2017,Vulgaris2017,5/30/2017,10:00,5/30/2017 10:00,5.141,Water,Before,Before
11884,Vulgaris,2017,Vulgaris2017,5/30/2017,11:00,5/30/2017 11:00,5.757,Water,Before,Before
11885,Vulgaris,2017,Vulgaris2017,5/30/2017,12:00,5/30/2017 12:00,6.268,Water,Before,Before
11886,Vulgaris,2017,Vulgaris2017,5/30/2017,13:00,5/30/2017 13:00,7.782,Water,Before,Before
11887,Vulgaris,2017,Vulgaris2017,5/30/2017,14:00,5/30/2017 14:00,8.779,Water,Before,Before
11888,Vulgaris,2017,Vulgaris2017,5/30/2017,15:00,5/30/2017 15:00,9.965,Water,Before,Before
11889,Vulgaris,2017,Vulgaris2017,5/30/2017,16:00,5/30/2017 16:00,10.259,Water,Before,Before
11890,Vulgaris,2017,Vulgaris2017,5/30/2017,17:00,5/30/2017 17:00,10.748,Water,Before,Before
11891,Vulgaris,2017,Vulgaris2017,5/30/2017,18:00,5/30/2017 18:00,10.357,Water,Before,Before
11892,Vulgaris,2017,Vulgaris2017,5/30/2017,19:00,5/30/2017 19:00,9.472,Water,Before,Before
11893,Vulgaris,2017,Vulgaris2017,5/30/2017,20:00,5/30/2017 20:00,8.382,Water,Before,Before
11894,Vulgaris,2017,Vulgaris2017,5/30/2017,21:00,5/30/2017 21:00,7.381,Water,Before,Before
11895,Vulgaris,2017,Vulgaris2017,5/30/2017,22:00,5/30/2017 22:00,6.37,Water,Before,Before
11896,Vulgaris,2017,Vulgaris2017,5/30/2017,23:00,5/30/2017 23:00,5.552,Water,Before,Before
11897,Vulgaris,2017,Vulgaris2017,5/31/2017,0:00,5/31/2017 0:00,4.727,Water,Before,Before
11898,Vulgaris,2017,Vulgaris2017,5/31/2017,1:00,5/31/2017 1:00,3.998,Water,Before,Before
11899,Vulgaris,2017,Vulgaris2017,5/31/2017,2:00,5/31/2017 2:00,3.261,Water,Before,Before
11900,Vulgaris,2017,Vulgaris2017,5/31/2017,3:00,5/31/2017 3:00,2.73,Water,Before,Before
11901,Vulgaris,2017,Vulgaris2017,5/31/2017,4:00,5/31/2017 4:00,2.41,Water,Before,Before
11902,Vulgaris,2017,Vulgaris2017,5/31/2017,5:00,5/31/2017 5:00,2.303,Water,Before,Before
11903,Vulgaris,2017,Vulgaris2017,5/31/2017,6:00,5/31/2017 6:00,2.517,Water,Before,Before
11904,Vulgaris,2017,Vulgaris2017,5/31/2017,7:00,5/31/2017 7:00,3.261,Water,Before,Before
11905,Vulgaris,2017,Vulgaris2017,5/31/2017,8:00,5/31/2017 8:00,4.934,Water,Before,Before
11906,Vulgaris,2017,Vulgaris2017,5/31/2017,9:00,5/31/2017 9:00,7.179,Water,Before,Before
11907,Vulgaris,2017,Vulgaris2017,5/31/2017,10:00,5/31/2017 10:00,9.472,Water,Before,Before
11908,Vulgaris,2017,Vulgaris2017,5/31/2017,11:00,5/31/2017 11:00,11.334,Water,Before,Before
11909,Vulgaris,2017,Vulgaris2017,5/31/2017,12:00,5/31/2017 12:00,12.401,Water,Before,Before
11910,Vulgaris,2017,Vulgaris2017,5/31/2017,13:00,5/31/2017 13:00,13.173,Water,Before,Before
11911,Vulgaris,2017,Vulgaris2017,5/31/2017,14:00,5/31/2017 14:00,14.038,Water,Before,Before
11912,Vulgaris,2017,Vulgaris2017,5/31/2017,15:00,5/31/2017 15:00,14.421,Water,Before,Before
11913,Vulgaris,2017,Vulgaris2017,5/31/2017,16:00,5/31/2017 16:00,14.613,Water,Before,Before
11914,Vulgaris,2017,Vulgaris2017,5/31/2017,17:00,5/31/2017 17:00,14.325,Water,Before,Before
11915,Vulgaris,2017,Vulgaris2017,5/31/2017,18:00,5/31/2017 18:00,13.942,Water,Before,Before
11916,Vulgaris,2017,Vulgaris2017,5/31/2017,19:00,5/31/2017 19:00,13.269,Water,Before,Before
11917,Vulgaris,2017,Vulgaris2017,5/31/2017,20:00,5/31/2017 20:00,12.401,Water,Before,Before
11918,Vulgaris,2017,Vulgaris2017,5/31/2017,21:00,5/31/2017 21:00,10.651,Water,Before,Before
11919,Vulgaris,2017,Vulgaris2017,5/31/2017,22:00,5/31/2017 22:00,8.581,Water,Before,Before
11920,Vulgaris,2017,Vulgaris2017,5/31/2017,23:00,5/31/2017 23:00,7.381,Water,Before,Before
11921,Vulgaris,2017,Vulgaris2017,6/1/2017,0:00,6/1/2017 0:00,6.37,Water,After,Before
11922,Vulgaris,2017,Vulgaris2017,6/1/2017,1:00,6/1/2017 1:00,5.45,Water,After,Before
11923,Vulgaris,2017,Vulgaris2017,6/1/2017,2:00,6/1/2017 2:00,4.727,Water,After,Before
11924,Vulgaris,2017,Vulgaris2017,6/1/2017,3:00,6/1/2017 3:00,3.998,Water,After,Before
11925,Vulgaris,2017,Vulgaris2017,6/1/2017,4:00,6/1/2017 4:00,3.367,Water,After,Before
11926,Vulgaris,2017,Vulgaris2017,6/1/2017,5:00,6/1/2017 5:00,3.155,Water,After,Before
11927,Vulgaris,2017,Vulgaris2017,6/1/2017,6:00,6/1/2017 6:00,3.578,Water,After,Before
11928,Vulgaris,2017,Vulgaris2017,6/1/2017,7:00,6/1/2017 7:00,5.141,Water,After,Before
11929,Vulgaris,2017,Vulgaris2017,6/1/2017,8:00,6/1/2017 8:00,7.582,Water,After,Before
11930,Vulgaris,2017,Vulgaris2017,6/1/2017,9:00,6/1/2017 9:00,9.472,Water,After,Before
11931,Vulgaris,2017,Vulgaris2017,6/1/2017,10:00,6/1/2017 10:00,12.013,Water,After,Before
11932,Vulgaris,2017,Vulgaris2017,6/1/2017,11:00,6/1/2017 11:00,13.75,Water,After,Before
11933,Vulgaris,2017,Vulgaris2017,6/1/2017,12:00,6/1/2017 12:00,14.613,Water,After,Before
11934,Vulgaris,2017,Vulgaris2017,6/1/2017,13:00,6/1/2017 13:00,15.187,Water,After,Before
11935,Vulgaris,2017,Vulgaris2017,6/1/2017,14:00,6/1/2017 14:00,19.662,Water,After,Before
11936,Vulgaris,2017,Vulgaris2017,6/1/2017,15:00,6/1/2017 15:00,20.138,Water,After,Before
11937,Vulgaris,2017,Vulgaris2017,6/1/2017,16:00,6/1/2017 16:00,20.043,Water,After,Before
11938,Vulgaris,2017,Vulgaris2017,6/1/2017,17:00,6/1/2017 17:00,19.187,Water,After,Before
11939,Vulgaris,2017,Vulgaris2017,6/1/2017,18:00,6/1/2017 18:00,17.665,Water,After,Before
11940,Vulgaris,2017,Vulgaris2017,6/1/2017,19:00,6/1/2017 19:00,15.76,Water,After,Before
11941,Vulgaris,2017,Vulgaris2017,6/1/2017,20:00,6/1/2017 20:00,14.134,Water,After,Before
11942,Vulgaris,2017,Vulgaris2017,6/1/2017,21:00,6/1/2017 21:00,13.076,Water,After,Before
11943,Vulgaris,2017,Vulgaris2017,6/1/2017,22:00,6/1/2017 22:00,11.625,Water,After,Before
11944,Vulgaris,2017,Vulgaris2017,6/1/2017,23:00,6/1/2017 23:00,10.748,Water,After,Before
11945,Vulgaris,2017,Vulgaris2017,6/2/2017,0:00,6/2/2017 0:00,9.669,Water,After,Before
11946,Vulgaris,2017,Vulgaris2017,6/2/2017,1:00,6/2/2017 1:00,8.082,Water,After,Before
11947,Vulgaris,2017,Vulgaris2017,6/2/2017,2:00,6/2/2017 2:00,6.674,Water,After,Before
11948,Vulgaris,2017,Vulgaris2017,6/2/2017,3:00,6/2/2017 3:00,5.86,Water,After,Before
11949,Vulgaris,2017,Vulgaris2017,6/2/2017,4:00,6/2/2017 4:00,5.244,Water,After,Before
11950,Vulgaris,2017,Vulgaris2017,6/2/2017,5:00,6/2/2017 5:00,4.934,Water,After,Before
11951,Vulgaris,2017,Vulgaris2017,6/2/2017,6:00,6/2/2017 6:00,5.347,Water,After,Before
11952,Vulgaris,2017,Vulgaris2017,6/2/2017,7:00,6/2/2017 7:00,5.962,Water,After,Before
11953,Vulgaris,2017,Vulgaris2017,6/2/2017,8:00,6/2/2017 8:00,6.978,Water,After,Before
11954,Vulgaris,2017,Vulgaris2017,6/2/2017,9:00,6/2/2017 9:00,8.481,Water,After,Before
11955,Vulgaris,2017,Vulgaris2017,6/2/2017,10:00,6/2/2017 10:00,10.651,Water,After,Before
11956,Vulgaris,2017,Vulgaris2017,6/2/2017,11:00,6/2/2017 11:00,13.173,Water,After,Before
11957,Vulgaris,2017,Vulgaris2017,6/2/2017,12:00,6/2/2017 12:00,15.76,Water,After,Before
11958,Vulgaris,2017,Vulgaris2017,6/2/2017,13:00,6/2/2017 13:00,17.475,Water,After,Before
11959,Vulgaris,2017,Vulgaris2017,6/2/2017,14:00,6/2/2017 14:00,18.901,Water,After,Before
11960,Vulgaris,2017,Vulgaris2017,6/2/2017,15:00,6/2/2017 15:00,20.329,Water,After,Before
11961,Vulgaris,2017,Vulgaris2017,6/2/2017,16:00,6/2/2017 16:00,21.282,Water,After,Before
11962,Vulgaris,2017,Vulgaris2017,6/2/2017,17:00,6/2/2017 17:00,21.378,Water,After,Before
11963,Vulgaris,2017,Vulgaris2017,6/2/2017,18:00,6/2/2017 18:00,20.901,Water,After,Before
11964,Vulgaris,2017,Vulgaris2017,6/2/2017,19:00,6/2/2017 19:00,19.472,Water,After,Before
11965,Vulgaris,2017,Vulgaris2017,6/2/2017,20:00,6/2/2017 20:00,17.76,Water,After,Before
11966,Vulgaris,2017,Vulgaris2017,6/2/2017,21:00,6/2/2017 21:00,16.523,Water,After,Before
11967,Vulgaris,2017,Vulgaris2017,6/2/2017,22:00,6/2/2017 22:00,14.325,Water,After,Before
11968,Vulgaris,2017,Vulgaris2017,6/2/2017,23:00,6/2/2017 23:00,12.304,Water,After,Before
11969,Vulgaris,2017,Vulgaris2017,6/3/2017,0:00,6/3/2017 0:00,10.553,Water,After,Before
11970,Vulgaris,2017,Vulgaris2017,6/3/2017,1:00,6/3/2017 1:00,9.373,Water,After,Before
11971,Vulgaris,2017,Vulgaris2017,6/3/2017,2:00,6/3/2017 2:00,8.382,Water,After,Before
11972,Vulgaris,2017,Vulgaris2017,6/3/2017,3:00,6/3/2017 3:00,7.682,Water,After,Before
11973,Vulgaris,2017,Vulgaris2017,6/3/2017,4:00,6/3/2017 4:00,7.079,Water,After,Before
11974,Vulgaris,2017,Vulgaris2017,6/3/2017,5:00,6/3/2017 5:00,6.775,Water,After,Before
11975,Vulgaris,2017,Vulgaris2017,6/3/2017,6:00,6/3/2017 6:00,6.877,Water,After,Before
11976,Vulgaris,2017,Vulgaris2017,6/3/2017,7:00,6/3/2017 7:00,7.381,Water,After,Before
11977,Vulgaris,2017,Vulgaris2017,6/3/2017,8:00,6/3/2017 8:00,8.581,Water,After,Before
11978,Vulgaris,2017,Vulgaris2017,6/3/2017,9:00,6/3/2017 9:00,10.553,Water,After,Before
11979,Vulgaris,2017,Vulgaris2017,6/3/2017,10:00,6/3/2017 10:00,13.076,Water,After,Before
11980,Vulgaris,2017,Vulgaris2017,6/3/2017,11:00,6/3/2017 11:00,15.855,Water,After,Before
11981,Vulgaris,2017,Vulgaris2017,6/3/2017,12:00,6/3/2017 12:00,18.045,Water,After,Before
11982,Vulgaris,2017,Vulgaris2017,6/3/2017,13:00,6/3/2017 13:00,20.424,Water,After,Before
11983,Vulgaris,2017,Vulgaris2017,6/3/2017,14:00,6/3/2017 14:00,22.046,Water,After,Before
11984,Vulgaris,2017,Vulgaris2017,6/3/2017,15:00,6/3/2017 15:00,22.333,Water,After,Before
11985,Vulgaris,2017,Vulgaris2017,6/3/2017,16:00,6/3/2017 16:00,20.805,Water,After,Before
11986,Vulgaris,2017,Vulgaris2017,6/3/2017,17:00,6/3/2017 17:00,19.758,Water,After,Before
11987,Vulgaris,2017,Vulgaris2017,6/3/2017,18:00,6/3/2017 18:00,17.475,Water,After,Before
11988,Vulgaris,2017,Vulgaris2017,6/3/2017,19:00,6/3/2017 19:00,14.996,Water,After,Before
11989,Vulgaris,2017,Vulgaris2017,6/3/2017,20:00,6/3/2017 20:00,13.173,Water,After,Before
11990,Vulgaris,2017,Vulgaris2017,6/3/2017,21:00,6/3/2017 21:00,11.916,Water,After,Before
11991,Vulgaris,2017,Vulgaris2017,6/3/2017,22:00,6/3/2017 22:00,10.651,Water,After,Before
11992,Vulgaris,2017,Vulgaris2017,6/3/2017,23:00,6/3/2017 23:00,9.472,Water,After,Before
11993,Vulgaris,2017,Vulgaris2017,6/4/2017,0:00,6/4/2017 0:00,8.481,Water,After,After
11994,Vulgaris,2017,Vulgaris2017,6/4/2017,1:00,6/4/2017 1:00,7.582,Water,After,After
11995,Vulgaris,2017,Vulgaris2017,6/4/2017,2:00,6/4/2017 2:00,6.877,Water,After,After
11996,Vulgaris,2017,Vulgaris2017,6/4/2017,3:00,6/4/2017 3:00,6.471,Water,After,After
11997,Vulgaris,2017,Vulgaris2017,6/4/2017,4:00,6/4/2017 4:00,6.064,Water,After,After
11998,Vulgaris,2017,Vulgaris2017,6/4/2017,5:00,6/4/2017 5:00,5.86,Water,After,After
11999,Vulgaris,2017,Vulgaris2017,6/4/2017,6:00,6/4/2017 6:00,5.962,Water,After,After
12000,Vulgaris,2017,Vulgaris2017,6/4/2017,7:00,6/4/2017 7:00,6.268,Water,After,After
12001,Vulgaris,2017,Vulgaris2017,6/4/2017,8:00,6/4/2017 8:00,7.882,Water,After,After
12002,Vulgaris,2017,Vulgaris2017,6/4/2017,9:00,6/4/2017 9:00,9.866,Water,After,After
12003,Vulgaris,2017,Vulgaris2017,6/4/2017,10:00,6/4/2017 10:00,10.455,Water,After,After
12004,Vulgaris,2017,Vulgaris2017,6/4/2017,11:00,6/4/2017 11:00,11.819,Water,After,After
12005,Vulgaris,2017,Vulgaris2017,6/4/2017,12:00,6/4/2017 12:00,12.883,Water,After,After
12006,Vulgaris,2017,Vulgaris2017,6/4/2017,13:00,6/4/2017 13:00,12.787,Water,After,After
12007,Vulgaris,2017,Vulgaris2017,6/4/2017,14:00,6/4/2017 14:00,14.804,Water,After,After
12008,Vulgaris,2017,Vulgaris2017,6/4/2017,15:00,6/4/2017 15:00,15.378,Water,After,After
12009,Vulgaris,2017,Vulgaris2017,6/4/2017,16:00,6/4/2017 16:00,16.332,Water,After,After
12010,Vulgaris,2017,Vulgaris2017,6/4/2017,17:00,6/4/2017 17:00,15.76,Water,After,After
12011,Vulgaris,2017,Vulgaris2017,6/4/2017,18:00,6/4/2017 18:00,14.613,Water,After,After
12012,Vulgaris,2017,Vulgaris2017,6/4/2017,19:00,6/4/2017 19:00,12.98,Water,After,After
12013,Vulgaris,2017,Vulgaris2017,6/4/2017,20:00,6/4/2017 20:00,12.013,Water,After,After
12014,Vulgaris,2017,Vulgaris2017,6/4/2017,21:00,6/4/2017 21:00,11.041,Water,After,After
12015,Vulgaris,2017,Vulgaris2017,6/4/2017,22:00,6/4/2017 22:00,10.161,Water,After,After
12016,Vulgaris,2017,Vulgaris2017,6/4/2017,23:00,6/4/2017 23:00,9.176,Water,After,After
12017,Vulgaris,2017,Vulgaris2017,6/5/2017,0:00,6/5/2017 0:00,8.382,Water,After,After
12018,Vulgaris,2017,Vulgaris2017,6/5/2017,1:00,6/5/2017 1:00,7.782,Water,After,After
12019,Vulgaris,2017,Vulgaris2017,6/5/2017,2:00,6/5/2017 2:00,7.079,Water,After,After
