Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Total,Beetle,logTotal
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,3,0,2,2,0,1.098612289
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,5,0,2,2,0,1.098612289
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,7,0,2,2,2,1.098612289
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,10,0,2,2,0,1.098612289
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,15,0,2,2,1,1.098612289
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,2,0,1,1,0,0.693147181
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,11,0,1,1,0,0.693147181
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,12,0,1,1,0,0.693147181
3-Jun-16,3-Jun-17,Vulgaris,2016,Vulgaris2016,14,0,1,1,0,0.693147181
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,13,228,0,228,0,5.433722004
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,1,153,0,153,0,5.036952602
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,12,139,0,139,0,4.941642423
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,4,124,0,124,0,4.828313737
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,10,94,0,94,0,4.553876892
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,14,93,0,93,0,4.543294782
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,5,88,0,88,0,4.48863637
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,8,86,0,86,0,4.465908119
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,9,85,0,85,0,4.454347296
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,11,80,0,80,0,4.394449155
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,14,78,0,78,0,4.369447852
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,6,58,0,58,0,4.077537444
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,1,52,0,52,0,3.970291914
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,8,42,0,42,0,3.761200116
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,2,40,0,40,0,3.713572067
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,2,36,0,36,0,3.610917913
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,16,30,0,30,0,3.433987204
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,13,28,0,28,0,3.36729583
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,3,22,0,22,0,3.135494216
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,6,19,0,19,0,2.995732274
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,7,18,0,18,0,2.944438979
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,4,17,0,17,0,2.890371758
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,12,17,0,17,0,2.890371758
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,15,16,0,16,0,2.833213344
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,7,13,0,13,0,2.63905733
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,10,11,0,11,0,2.48490665
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,11,10,0,10,0,2.397895273
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,5,4,0,4,0,1.609437912
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,9,2,0,2,0,1.098612289
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,3,0,0,0,0,0
17-May-17,17-May-17,Vulgaris,2017,Vulgaris2017,15,0,0,0,0,0
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,13,52,0,52,0,3.970291914
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,10,49,0,49,0,3.912023005
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,12,43,0,43,0,3.784189634
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,2,38,0,38,0,3.663561646
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,7,29,0,29,0,3.401197382
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,4,26,0,26,0,3.295836866
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,6,26,0,26,0,3.295836866
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,5,22,0,22,0,3.135494216
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,15,22,0,22,0,3.135494216
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,3,21,0,21,0,3.091042453
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,8,13,0,13,0,2.63905733
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,1,12,0,12,0,2.564949357
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,14,10,0,10,0,2.397895273
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,11,7,0,7,0,2.079441542
20-May-17,20-May-17,Vulgaris,2017,Vulgaris2017,9,2,0,2,0,1.098612289
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,7,87,0,87,0,4.477336814
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,12,79,0,79,0,4.382026635
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,5,60,0,60,0,4.110873864
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,15,49,0,49,1,3.912023005
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,4,48,0,48,6,3.891820298
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,6,48,0,48,0,3.891820298
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,2,44,0,44,3,3.80666249
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,3,44,0,44,3,3.80666249
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,10,43,0,43,0,3.784189634
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,13,37,0,37,1,3.63758616
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,1,35,0,35,3,3.583518938
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,9,35,0,35,0,3.583518938
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,8,28,0,28,0,3.36729583
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,11,27,0,27,1,3.33220451
23-May-17,23-May-17,Vulgaris,2017,Vulgaris2017,14,11,0,11,0,2.48490665
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,15,82,0,82,0,4.418840608
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,10,44,0,44,0,3.80666249
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,11,39,0,39,3,3.688879454
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,6,26,0,26,5,3.295836866
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,13,22,3,25,4,3.258096538
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,12,23,1,24,8,3.218875825
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,14,19,3,22,0,3.135494216
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,9,20,0,20,0,3.044522438
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,7,15,2,17,0,2.890371758
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,5,16,0,16,5,2.833213344
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,8,16,0,16,1,2.833213344
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,1,12,0,12,1,2.564949357
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,3,9,0,9,0,2.302585093
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,4,9,0,9,1,2.302585093
26-May-17,26-May-17,Vulgaris,2017,Vulgaris2017,2,7,0,7,3,2.079441542
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,4,15,26,41,0,3.737669618
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,7,17,20,37,2,3.63758616
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,6,8,26,34,2,3.555348061
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,5,8,19,27,0,3.33220451
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,15,8,19,27,1,3.33220451
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,3,9,15,24,0,3.218875825
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,9,3,20,23,0,3.17805383
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,2,11,8,19,1,2.995732274
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,8,1,18,19,0,2.995732274
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,11,4,13,17,0,2.890371758
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,10,4,12,16,0,2.833213344
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,1,4,11,15,0,2.772588722
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,12,2,10,12,1,2.564949357
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,14,8,2,10,1,2.397895273
29-May-17,29-May-17,Vulgaris,2017,Vulgaris2017,13,1,1,2,0,1.098612289
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,12,1,58,59,3,4.094344562
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,8,0,51,51,3,3.951243719
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,14,3,39,42,0,3.761200116
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,15,2,35,37,0,3.63758616
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,9,0,25,25,1,3.258096538
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,2,3,21,24,1,3.218875825
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,10,0,24,24,0,3.218875825
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,4,1,19,20,2,3.044522438
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,11,1,17,18,0,2.944438979
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,5,1,15,16,1,2.833213344
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,6,0,16,16,0,2.833213344
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,1,2,12,14,1,2.708050201
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,13,0,12,12,0,2.564949357
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,7,0,9,9,0,2.302585093
1-Jun-17,1-Jun-17,Vulgaris,2017,Vulgaris2017,3,0,0,0,0,0
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,12,0,18,18,0,2.944438979
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,13,0,16,16,0,2.833213344
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,6,0,13,13,1,2.63905733
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,3,0,12,12,0,2.564949357
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,5,0,11,11,1,2.48490665
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,7,0,10,10,0,2.397895273
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,4,0,8,8,1,2.197224577
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,11,0,8,8,0,2.197224577
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,14,0,7,7,0,2.079441542
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,10,0,6,6,1,1.945910149
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,8,0,4,4,0,1.609437912
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,2,0,3,3,0,1.386294361
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,1,0,2,2,1,1.098612289
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,9,0,2,2,0,1.098612289
4-Jun-17,4-Jun-17,Vulgaris,2017,Vulgaris2017,15,0,2,2,0,1.098612289
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,15,0,3,3,1,1.386294361
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,6,0,2,2,0,1.098612289
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,11,0,2,2,0,1.098612289
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,14,0,2,2,1,1.098612289
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,1,0,1,1,0,0.693147181
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,13,0,1,1,0,0.693147181
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,2,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,3,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,4,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,5,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,7,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,8,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,9,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,10,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris,2017,Vulgaris2017,12,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,1,0,1,1,0,0.693147181
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,2,0,0,0,1,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,3,0,0,0,1,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,4,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,5,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,6,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,7,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,8,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,9,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,10,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,11,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,12,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,13,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,14,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris,2017,Vulgaris2017,15,0,0,0,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2017,1,52,0,52,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2018,2,36,0,36,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2019,3,22,0,22,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2020,4,17,0,17,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2021,5,4,0,4,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2022,6,58,0,58,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2023,7,13,0,13,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2024,8,42,0,42,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2025,9,2,0,2,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2026,10,11,0,11,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2027,11,10,0,10,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2028,12,17,0,17,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2029,13,28,0,28,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2030,14,78,0,78,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2031,15,16,0,16,0,0
17-May-17,17-May-17,Vulgaris road,2017,Vulgaris road2032,16,30,0,30,0,0
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,7,41,0,41,0,3.737669618
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,1,39,0,39,0,3.688879454
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,9,38,0,38,0,3.663561646
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,2,36,0,36,0,3.610917913
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,11,32,0,32,0,3.496507561
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,5,27,0,27,0,3.33220451
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,4,21,0,21,0,3.091042453
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,6,19,0,19,0,2.995732274
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,8,13,0,13,0,2.63905733
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,12,11,0,11,1,2.48490665
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,13,11,0,11,0,2.48490665
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,15,10,0,10,0,2.397895273
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,14,9,0,9,0,2.302585093
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,3,5,0,5,0,1.791759469
20-May-17,20-May-17,Vulgaris road,2017,Vulgaris road2017,10,5,0,5,0,1.791759469
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,10,83,0,83,0,4.430816799
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,8,81,0,81,0,4.406719247
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,13,60,0,60,0,4.110873864
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,2,57,0,57,0,4.060443011
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,7,53,0,53,0,3.988984047
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,14,42,0,42,0,3.761200116
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,11,41,0,41,1,3.737669618
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,15,37,0,37,0,3.63758616
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,5,29,0,29,0,3.401197382
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,9,28,0,28,0,3.36729583
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,3,26,0,26,0,3.295836866
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,1,23,0,23,0,3.17805383
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,6,21,0,21,0,3.091042453
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,12,19,0,19,0,2.995732274
23-May-17,23-May-17,Vulgaris road,2017,Vulgaris road2017,4,8,0,8,0,2.197224577
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,5,30,0,30,1,3.433987204
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,7,30,0,30,0,3.433987204
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,15,30,0,30,0,3.433987204
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,1,29,0,29,2,3.401197382
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,12,27,0,27,1,3.33220451
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,2,26,0,26,3,3.295836866
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,4,24,0,24,2,3.218875825
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,11,22,0,22,4,3.135494216
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,13,20,0,20,0,3.044522438
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,3,19,0,19,4,2.995732274
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,8,18,0,18,0,2.944438979
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,14,11,0,11,2,2.48490665
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,6,10,0,10,0,2.397895273
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,10,10,0,10,2,2.397895273
26-May-17,26-May-17,Vulgaris road,2017,Vulgaris road2017,9,8,0,8,0,2.197224577
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,5,16,14,30,2,3.433987204
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,1,24,4,28,0,3.36729583
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,3,20,5,25,2,3.258096538
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,14,21,4,25,0,3.258096538
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,2,19,3,22,4,3.135494216
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,6,15,7,22,1,3.135494216
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,8,13,8,21,2,3.091042453
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,10,15,4,19,0,2.995732274
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,4,14,3,17,5,2.890371758
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,9,13,3,16,2,2.833213344
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,13,15,1,16,0,2.833213344
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,7,7,5,12,2,2.564949357
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,11,8,2,10,2,2.397895273
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,12,9,1,10,3,2.397895273
29-May-17,29-May-17,Vulgaris road,2017,Vulgaris road2017,15,5,2,7,0,2.079441542
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,6,5,32,37,1,3.63758616
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,7,5,22,27,0,3.33220451
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,4,2,21,23,0,3.17805383
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,8,12,10,22,1,3.135494216
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,15,12,8,20,0,3.044522438
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,10,4,15,19,0,2.995732274
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,13,7,11,18,3,2.944438979
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,1,4,13,17,2,2.890371758
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,5,1,15,16,0,2.833213344
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,14,11,5,16,1,2.833213344
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,3,6,8,14,0,2.708050201
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,9,2,10,12,1,2.564949357
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,2,7,4,11,1,2.48490665
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,12,6,5,11,1,2.48490665
1-Jun-17,1-Jun-17,Vulgaris road,2017,Vulgaris road2017,11,2,1,3,1,1.386294361
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,9,1,59,60,0,4.110873864
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,2,0,32,32,0,3.496507561
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,7,0,27,27,0,3.33220451
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,11,0,25,25,0,3.258096538
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,13,0,24,24,0,3.218875825
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,12,1,22,23,0,3.17805383
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,8,0,22,22,0,3.135494216
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,3,0,17,17,1,2.890371758
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,6,1,15,16,0,2.833213344
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,10,0,14,14,0,2.708050201
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,1,0,13,13,0,2.63905733
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,4,0,13,13,0,2.63905733
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,14,0,13,13,1,2.63905733
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,15,0,8,8,0,2.197224577
4-Jun-17,4-Jun-17,Vulgaris road,2017,Vulgaris road2017,5,0,7,7,0,2.079441542
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,9,0,19,19,0,2.995732274
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,10,0,13,13,3,2.63905733
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,12,0,5,5,0,1.791759469
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,1,0,4,4,0,1.609437912
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,6,0,4,4,1,1.609437912
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,8,0,3,3,0,1.386294361
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,13,0,2,2,0,1.098612289
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,14,0,2,2,1,1.098612289
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,5,0,1,1,0,0.693147181
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,7,0,1,1,0,0.693147181
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,2,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,3,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,4,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,11,0,0,0,0,0
7-Jun-17,7-Jun-17,Vulgaris road,2017,Vulgaris road2017,15,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris road,2017,Vulgaris road2017,1,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris road,2017,Vulgaris road2017,2,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris road,2017,Vulgaris road2017,3,0,0,0,0,0
10-Jun-17,10-Jun-17,Vulgaris road,2017,Vulgaris road2017,4,0,0,0,0,0
